,관광지명,광역시/도,시/군/구,도로명주소,검색건수,date
757,임진각평화누리캠핑장,경기도,파주시,경기 파주시 임진각로 148-40,2295,202202
758,연곡해변솔향기캠핑장,강원도,강릉시,강원 강릉시 해안로 1282-0,1561,202202
759,알멕스랜드,경기도,연천군,경기 연천군 왕산로218번길 61-0,1295,202202
760,대저캠핑장,부산광역시,강서구,부산 강서구,1176,202202
761,한탄강오토캠핑장,경기도,연천군,경기 연천군 선사로 76-0,1169,202202
762,난지캠핑장,서울특별시,마포구,서울 마포구 한강난지로 22-0,1112,202202
763,이포보오토캠핑장양촌지구,경기도,여주시,경기 여주시 여양로 1935-177,1069,202202
764,재인폭포오토캠핑장,경기도,연천군,경기 연천군 현문로508번길 140-0,1066,202202
765,임진각평화누리캠핑장,경기도,파주시,경기 파주시 임진각로 148-40,2268,202203
766,난지캠핑장,서울특별시,마포구,서울 마포구 한강난지로 22-0,1529,202203
767,연곡해변솔향기캠핑장,강원도,강릉시,강원 강릉시 해안로 1282-0,1380,202203
768,삼락생태공원오토캠핑장,부산광역시,사상구,부산 사상구,1234,202203
769,한탄강오토캠핑장,경기도,연천군,경기 연천군 선사로 76-0,1178,202203
770,대저캠핑장,부산광역시,강서구,부산 강서구,1169,202203
771,황산문화체육공원국민여가캠핑장,경상남도,양산시,경남 양산시 낙동로 295-19,1169,202203
772,자라섬오토캠핑장,경기도,가평군,경기 가평군 자라섬로 60-0,1122,202203
773,금은모래캠핑장,경기도,여주시,경기 여주시 강변유원지길 107-0,1095,202203
774,섬강두꺼비오토캠핑장,강원도,원주시,강원 원주시 선유길 135-0,1063,202203
775,이포보오토캠핑장양촌지구,경기도,여주시,경기 여주시 여양로 1935-177,1048,202203
776,함허동천야영장,인천광역시,강화군,인천 강화군 해안남로1196번길 38-0,1008,202203
777,칠곡보오토캠핑장,경상북도,칠곡군,경북 칠곡군 강변서로 110-43,1003,202203
778,중랑숲캠핑장,서울특별시,중랑구,서울 중랑구 망우로87길 110-0,960,202203
779,재인폭포오토캠핑장,경기도,연천군,경기 연천군 현문로508번길 140-0,957,202203
780,임송캠프장,경기도,남양주시,경기 남양주시 금강로746번길 61-0,948,202203
781,청라해변공원캠핑장,인천광역시,서구,인천 서구,895,202203
782,승촌보오토캠핑장,광주광역시,남구,광주 남구,890,202203
783,알멕스랜드,경기도,연천군,경기 연천군 왕산로218번길 61-0,870,202203
784,원동미나리캠프,경상남도,양산시,경남 양산시,844,202203
785,김포한강오토캠핑장,경기도,김포시,경기 김포시 월하로912번길 64-0,840,202203
786,임진각평화누리캠핑장,경기도,파주시,경기 파주시 임진각로 148-40,3050,202204
787,금은모래캠핑장,경기도,여주시,경기 여주시 강변유원지길 107-0,2765,202204
788,난지캠핑장,서울특별시,마포구,서울 마포구 한강난지로 22-0,2692,202204
789,자라섬오토캠핑장,경기도,가평군,경기 가평군 자라섬로 60-0,2548,202204
790,몽산포오션캠핑장,충청남도,태안군,충남 태안군 몽산포길 0-0,2324,202204
791,연곡해변솔향기캠핑장,강원도,강릉시,강원 강릉시 해안로 1282-0,2249,202204
792,보리울오토캠핑장,강원도,홍천군,강원 홍천군 밤벌길 131-53,2223,202204
793,한탄강오토캠핑장,경기도,연천군,경기 연천군 선사로 76-0,2090,202204
794,황산문화체육공원국민여가캠핑장,경상남도,양산시,경남 양산시 낙동로 295-19,2067,202204
795,삼락생태공원오토캠핑장,부산광역시,사상구,부산 사상구,2033,202204
796,황매산오토캠핑장제1캠핑장,경상남도,합천군,경남 합천군 황매산공원길 331-0,2031,202204
797,이포보오토캠핑장양촌지구,경기도,여주시,경기 여주시 여양로 1935-177,1738,202204
798,대저캠핑장,부산광역시,강서구,부산 강서구,1705,202204
799,중랑숲캠핑장,서울특별시,중랑구,서울 중랑구 망우로87길 110-0,1646,202204
800,가산수피아,경상북도,칠곡군,경북 칠곡군 학하4길 57-105,1633,202204
801,함허동천야영장,인천광역시,강화군,인천 강화군 해안남로1196번길 38-0,1596,202204
802,섬강두꺼비오토캠핑장,강원도,원주시,강원 원주시 선유길 135-0,1589,202204
803,재인폭포오토캠핑장,경기도,연천군,경기 연천군 현문로508번길 140-0,1537,202204
804,노을캠핑장,서울특별시,마포구,서울 마포구 하늘공원로 84-0,1471,202204
805,대부도캠핑시티,경기도,안산시 단원구,경기 안산시 단원구 대부황금로 110-0,1420,202204
806,임송캠프장,경기도,남양주시,경기 남양주시 금강로746번길 61-0,1355,202204
807,대청호로하스캠핑장,대전광역시,대덕구,대전 대덕구 대청로424번길 200-0,1351,202204
808,영천댐오토캠핑장,경상북도,영천시,경북 영천시 신방로 19-0,1327,202204
809,승촌보오토캠핑장,광주광역시,남구,광주 남구,1302,202204
810,알멕스랜드,경기도,연천군,경기 연천군 왕산로218번길 61-0,1290,202204
811,유식물원오토캠핑장,경기도,포천시,경기 포천시 간자동길 138-100,1263,202204
812,김포한강오토캠핑장,경기도,김포시,경기 김포시 월하로912번길 64-0,1257,202204
813,어은돌오토캠핑장,충청남도,태안군,충남 태안군 모항파도로 398-70,1249,202204
814,도덕산캠핑장,경기도,광명시,경기 광명시 밤일안로42번길 69-0,1246,202204
815,설악동야영장,강원도,속초시,강원 속초시 청봉로 25-0,1185,202204
816,동화힐링캠프,경기도,파주시,경기 파주시 파평산로363번길 32-9,1173,202204
817,칠곡보오토캠핑장,경상북도,칠곡군,경북 칠곡군 강변서로 110-43,1171,202204
818,구봉산오토캠핑장나인힐스,경기도,용인시 처인구,경기 용인시 처인구 보개원삼로1372번길 41-0,1158,202204
819,황매산오토캠핑장제1캠핑장,경상남도,합천군,경남 합천군 황매산공원길 331-0,8431,202205
820,자라섬오토캠핑장,경기도,가평군,경기 가평군 자라섬로 60-0,3563,202205
821,임진각평화누리캠핑장,경기도,파주시,경기 파주시 임진각로 148-40,3372,202205
822,난지캠핑장,서울특별시,마포구,서울 마포구 한강난지로 22-0,3010,202205
823,금은모래캠핑장,경기도,여주시,경기 여주시 강변유원지길 107-0,2882,202205
824,연곡해변솔향기캠핑장,강원도,강릉시,강원 강릉시 해안로 1282-0,2651,202205
825,한탄강오토캠핑장,경기도,연천군,경기 연천군 선사로 76-0,2615,202205
826,몽산포오션캠핑장,충청남도,태안군,충남 태안군 몽산포길 0-0,2591,202205
827,함허동천야영장,인천광역시,강화군,인천 강화군 해안남로1196번길 38-0,2190,202205
828,삼락생태공원오토캠핑장,부산광역시,사상구,부산 사상구,1893,202205
829,중랑숲캠핑장,서울특별시,중랑구,서울 중랑구 망우로87길 110-0,1885,202205
830,보리울오토캠핑장,강원도,홍천군,강원 홍천군 밤벌길 131-53,1841,202205
831,재인폭포오토캠핑장,경기도,연천군,경기 연천군 현문로508번길 140-0,1828,202205
832,설악동야영장,강원도,속초시,강원 속초시 청봉로 25-0,1814,202205
833,노을캠핑장,서울특별시,마포구,서울 마포구 하늘공원로 84-0,1809,202205
834,망상오토캠핑리조트,강원도,동해시,강원 동해시 동해대로 6370-0,1740,202205
835,이포보오토캠핑장양촌지구,경기도,여주시,경기 여주시 여양로 1935-177,1687,202205
836,청라해변공원캠핑장,인천광역시,서구,인천 서구,1661,202205
837,대부도캠핑시티,경기도,안산시 단원구,경기 안산시 단원구 대부황금로 110-0,1634,202205
838,도덕산캠핑장,경기도,광명시,경기 광명시 밤일안로42번길 69-0,1594,202205
839,가산수피아,경상북도,칠곡군,경북 칠곡군 학하4길 57-105,1574,202205
840,대저캠핑장,부산광역시,강서구,부산 강서구,1530,202205
841,임송캠프장,경기도,남양주시,경기 남양주시 금강로746번길 61-0,1471,202205
842,어은돌오토캠핑장,충청남도,태안군,충남 태안군 모항파도로 398-70,1457,202205
843,황산문화체육공원국민여가캠핑장,경상남도,양산시,경남 양산시 낙동로 295-19,1455,202205
844,김포캠핑파크,경기도,김포시,경기 김포시 용강로 325-0,1416,202205
845,승촌보오토캠핑장,광주광역시,남구,광주 남구,1404,202205
846,더드림핑,경기도,남양주시,경기 남양주시 북한강로 1630-18,1384,202205
847,알멕스랜드,경기도,연천군,경기 연천군 왕산로218번길 61-0,1384,202205
848,강동그린웨이가족캠핑장,서울특별시,강동구,서울 강동구,1383,202205
849,합강공원오토캠핑장,세종특별자치시,세종특별자치시,세종시 태산로 329-0,1362,202205
850,유식물원오토캠핑장,경기도,포천시,경기 포천시 간자동길 138-100,1357,202205
851,인천대공원너나들이캠핑장,인천광역시,남동구,인천 남동구,1349,202205
852,김포한강오토캠핑장,경기도,김포시,경기 김포시 월하로912번길 64-0,1314,202205
853,영종씨사이드캠핑장,인천광역시,중구,인천 중구 큰말로 25-0,1301,202205
854,임진각평화누리캠핑장,경기도,파주시,경기 파주시 임진각로 148-40,2639,202206
855,연곡해변솔향기캠핑장,강원도,강릉시,강원 강릉시 해안로 1282-0,2365,202206
856,난지캠핑장,서울특별시,마포구,서울 마포구 한강난지로 22-0,2329,202206
857,자라섬오토캠핑장,경기도,가평군,경기 가평군 자라섬로 60-0,2328,202206
858,몽산포오션캠핑장,충청남도,태안군,충남 태안군 몽산포길 0-0,2257,202206
859,한탄강오토캠핑장,경기도,연천군,경기 연천군 선사로 76-0,2216,202206
860,금은모래캠핑장,경기도,여주시,경기 여주시 강변유원지길 107-0,2202,202206
861,망상오토캠핑리조트,강원도,동해시,강원 동해시 동해대로 6370-0,2112,202206
862,솔밭가족캠프촌,강원도,양양군,강원 양양군 송평길 38-0,2111,202206
863,함허동천야영장,인천광역시,강화군,인천 강화군 해안남로1196번길 38-0,1727,202206
864,보리울오토캠핑장,강원도,홍천군,강원 홍천군 밤벌길 131-53,1626,202206
865,노을진캠핑장,인천광역시,서구,인천 서구 정서진로 500-0,1601,202206
866,춘장대솔내음야영장,충청남도,서천군,충남 서천군 춘장대로151번길 31-0,1555,202206
867,양양오토캠핑장,강원도,양양군,강원 양양군 동명로 321-20,1546,202206
868,임송캠프장,경기도,남양주시,경기 남양주시 금강로746번길 61-0,1499,202206
869,재인폭포오토캠핑장,경기도,연천군,경기 연천군 현문로508번길 140-0,1455,202206
870,합강공원오토캠핑장,세종특별자치시,세종특별자치시,세종시 태산로 329-0,1446,202206
871,김포캠핑파크,경기도,김포시,경기 김포시 용강로 325-0,1439,202206
872,중랑숲캠핑장,서울특별시,중랑구,서울 중랑구 망우로87길 110-0,1427,202206
873,봉수대오토캠핑장,강원도,고성군,강원 고성군,1402,202206
874,알멕스랜드,경기도,연천군,경기 연천군 왕산로218번길 61-0,1400,202206
875,킨텍스캠핑장,경기도,고양시 일산서구,경기 고양시 일산서구 킨텍스로 217-25,1374,202206
876,도덕산캠핑장,경기도,광명시,경기 광명시 밤일안로42번길 69-0,1360,202206
877,대부도캠핑시티,경기도,안산시 단원구,경기 안산시 단원구 대부황금로 110-0,1349,202206
878,노을캠핑장,서울특별시,마포구,서울 마포구 하늘공원로 84-0,1328,202206
879,청라해변공원캠핑장,인천광역시,서구,인천 서구,1325,202206
880,설악동야영장,강원도,속초시,강원 속초시 청봉로 25-0,1323,202206
881,연곡해변솔향기캠핑장,강원도,강릉시,강원 강릉시 해안로 1282-0,2829,202207
882,망상오토캠핑리조트,강원도,동해시,강원 동해시 동해대로 6370-0,2406,202207
883,임진각평화누리캠핑장,경기도,파주시,경기 파주시 임진각로 148-40,2166,202207
884,한탄강오토캠핑장,경기도,연천군,경기 연천군 선사로 76-0,2033,202207
885,솔밭캠프장,강원도,영월군,강원 영월군 무릉법흥로 740-0,2006,202207
886,함허동천야영장,인천광역시,강화군,인천 강화군 해안남로1196번길 38-0,1993,202207
887,서울대공원자연캠프장,경기도,과천시,경기 과천시,1975,202207
888,봉수대오토캠핑장,강원도,고성군,강원 고성군,1926,202207
889,고래불국민야영장,경상북도,영덕군,경북 영덕군 고래불로 12-0,1733,202207
890,난지캠핑장,서울특별시,마포구,서울 마포구 한강난지로 22-0,1692,202207
891,김포캠핑파크,경기도,김포시,경기 김포시 용강로 325-0,1655,202207
892,해담체험마을캠핑장,강원도,양양군,강원 양양군 구룡령로 2110-39,1653,202207
893,송지호오토캠핑장,강원도,고성군,강원 고성군 동해대로 6090-0,1602,202207
894,백도해수욕장오토캠핑장,강원도,고성군,강원 고성군 문암항길 133-0,1595,202207
895,닷돈재4색야영장,충청북도,제천시,충북 제천시,1588,202207
896,병지방오토캠프장,강원도,횡성군,강원 횡성군 어답산로 516-0,1539,202207
897,금은모래캠핑장,경기도,여주시,경기 여주시 강변유원지길 107-0,1532,202207
898,자라섬오토캠핑장,경기도,가평군,경기 가평군 자라섬로 60-0,1519,202207
899,캠프포레,경상남도,양산시,경남 양산시 청수골길 106-0,1514,202207
900,인천송도국제캠핑장,인천광역시,연수구,인천 연수구 지식기반로 152-0,1479,202207
901,알멕스랜드,경기도,연천군,경기 연천군 왕산로218번길 61-0,1453,202207
902,연곡해변솔향기캠핑장,강원도,강릉시,강원 강릉시 해안로 1282-0,3461,202208
903,망상오토캠핑리조트,강원도,동해시,강원 동해시 동해대로 6370-0,2852,202208
904,함허동천야영장,인천광역시,강화군,인천 강화군 해안남로1196번길 38-0,2501,202208
905,임진각평화누리캠핑장,경기도,파주시,경기 파주시 임진각로 148-40,2499,202208
906,봉수대오토캠핑장,강원도,고성군,강원 고성군,2397,202208
907,송지호오토캠핑장,강원도,고성군,강원 고성군 동해대로 6090-0,2226,202208
908,백도해수욕장오토캠핑장,강원도,고성군,강원 고성군 문암항길 133-0,2226,202208
909,해담체험마을캠핑장,강원도,양양군,강원 양양군 구룡령로 2110-39,2138,202208
910,한탄강오토캠핑장,경기도,연천군,경기 연천군 선사로 76-0,2040,202208
911,고래불국민야영장,경상북도,영덕군,경북 영덕군 고래불로 12-0,1917,202208
912,황산문화체육공원국민여가캠핑장,경상남도,양산시,경남 양산시 낙동로 295-19,1889,202208
913,서울대공원자연캠프장,경기도,과천시,경기 과천시,1878,202208
914,바다캠핑장,강원도,양양군,강원 양양군 동명로 321-14,1867,202208
915,소금강자동차야영장,강원도,강릉시,강원 강릉시,1796,202208
916,망상제2오토캠핑장,강원도,동해시,강원 동해시 동해대로 6220-0,1775,202208
917,김포캠핑파크,경기도,김포시,경기 김포시 용강로 325-0,1767,202208
918,캠프포레,경상남도,양산시,경남 양산시 청수골길 106-0,1731,202208
919,자라섬오토캠핑장,경기도,가평군,경기 가평군 자라섬로 60-0,1729,202208
920,난지캠핑장,서울특별시,마포구,서울 마포구 한강난지로 22-0,1686,202208
921,임진각평화누리캠핑장,경기도,파주시,경기 파주시 임진각로 148-40,3363,202209
922,난지캠핑장,서울특별시,마포구,서울 마포구 한강난지로 22-0,2790,202209
923,자라섬오토캠핑장,경기도,가평군,경기 가평군 자라섬로 60-0,2683,202209
924,금은모래캠핑장,경기도,여주시,경기 여주시 강변유원지길 107-0,2415,202209
925,몽산포오션캠핑장,충청남도,태안군,충남 태안군 몽산포길 0-0,2148,202209
926,연곡해변솔향기캠핑장,강원도,강릉시,강원 강릉시 해안로 1282-0,2116,202209
927,한탄강오토캠핑장,경기도,연천군,경기 연천군 선사로 76-0,2023,202209
928,함허동천야영장,인천광역시,강화군,인천 강화군 해안남로1196번길 38-0,1927,202209
929,노을진캠핑장,인천광역시,서구,인천 서구 정서진로 500-0,1925,202209
930,망상오토캠핑리조트,강원도,동해시,강원 동해시 동해대로 6370-0,1868,202209
931,가산수피아,경상북도,칠곡군,경북 칠곡군 학하4길 57-105,1828,202209
932,재인폭포오토캠핑장,경기도,연천군,경기 연천군 현문로508번길 140-0,1782,202209
933,이포보오토캠핑장양촌지구,경기도,여주시,경기 여주시 여양로 1935-177,1654,202209
934,황매산오토캠핑장제1캠핑장,경상남도,합천군,경남 합천군 황매산공원길 331-0,1583,202209
935,인천송도국제캠핑장,인천광역시,연수구,인천 연수구 지식기반로 152-0,1536,202209
936,서울대공원자연캠프장,경기도,과천시,경기 과천시,1535,202209
937,알멕스랜드,경기도,연천군,경기 연천군 왕산로218번길 61-0,1483,202209
938,청라해변공원캠핑장,인천광역시,서구,인천 서구,1476,202209
939,중랑숲캠핑장,서울특별시,중랑구,서울 중랑구 망우로87길 110-0,1455,202209
940,노을캠핑장,서울특별시,마포구,서울 마포구 하늘공원로 84-0,1406,202209
941,김포한강오토캠핑장,경기도,김포시,경기 김포시 월하로912번길 64-0,1358,202209
942,김포캠핑파크,경기도,김포시,경기 김포시 용강로 325-0,1350,202209
943,임송캠프장,경기도,남양주시,경기 남양주시 금강로746번길 61-0,1335,202209
944,대부도캠핑시티,경기도,안산시 단원구,경기 안산시 단원구 대부황금로 110-0,1324,202209
945,삼락생태공원오토캠핑장,부산광역시,사상구,부산 사상구,1315,202209
946,도덕산캠핑장,경기도,광명시,경기 광명시 밤일안로42번길 69-0,1289,202209
947,합강공원오토캠핑장,세종특별자치시,세종특별자치시,세종시 태산로 329-0,1271,202209
948,킨텍스캠핑장,경기도,고양시 일산서구,경기 고양시 일산서구 킨텍스로 217-25,1265,202209
949,진천더빌리지캠핑장,충청북도,진천군,충북 진천군 봉죽2길 20-78,1243,202209
950,유식물원오토캠핑장,경기도,포천시,경기 포천시 간자동길 138-100,1232,202209
951,춘장대솔내음야영장,충청남도,서천군,충남 서천군 춘장대로151번길 31-0,1202,202209
952,보리울오토캠핑장,강원도,홍천군,강원 홍천군 밤벌길 131-53,1179,202209
953,구봉산오토캠핑장나인힐스,경기도,용인시 처인구,경기 용인시 처인구 보개원삼로1372번길 41-0,1172,202209
954,승촌보오토캠핑장,광주광역시,남구,광주 남구,1168,202209
955,가산수피아,경상북도,칠곡군,경북 칠곡군 학하4길 57-105,11034,202210
956,황매산오토캠핑장제1캠핑장,경상남도,합천군,경남 합천군 황매산공원길 331-0,7762,202210
957,임진각평화누리캠핑장,경기도,파주시,경기 파주시 임진각로 148-40,3590,202210
958,자라섬오토캠핑장,경기도,가평군,경기 가평군 자라섬로 60-0,3346,202210
959,한탄강오토캠핑장,경기도,연천군,경기 연천군 선사로 76-0,2940,202210
960,금은모래캠핑장,경기도,여주시,경기 여주시 강변유원지길 107-0,2899,202210
961,난지캠핑장,서울특별시,마포구,서울 마포구 한강난지로 22-0,2718,202210
962,몽산포오션캠핑장,충청남도,태안군,충남 태안군 몽산포길 0-0,2631,202210
963,노을진캠핑장,인천광역시,서구,인천 서구 정서진로 500-0,2512,202210
964,함허동천야영장,인천광역시,강화군,인천 강화군 해안남로1196번길 38-0,2471,202210
965,연곡해변솔향기캠핑장,강원도,강릉시,강원 강릉시 해안로 1282-0,2348,202210
966,황산문화체육공원국민여가캠핑장,경상남도,양산시,경남 양산시 낙동로 295-19,2219,202210
967,망상오토캠핑리조트,강원도,동해시,강원 동해시 동해대로 6370-0,2202,202210
968,킨텍스캠핑장,경기도,고양시 일산서구,경기 고양시 일산서구 킨텍스로 217-25,2142,202210
969,이포보오토캠핑장양촌지구,경기도,여주시,경기 여주시 여양로 1935-177,2075,202210
970,석갱이오토캠핑장,충청남도,태안군,충남 태안군,2051,202210
971,재인폭포오토캠핑장,경기도,연천군,경기 연천군 현문로508번길 140-0,2022,202210
972,삼락생태공원오토캠핑장,부산광역시,사상구,부산 사상구,1967,202210
973,대저캠핑장,부산광역시,강서구,부산 강서구,1925,202210
974,대부도캠핑시티,경기도,안산시 단원구,경기 안산시 단원구 대부황금로 110-0,1883,202210
975,청라해변공원캠핑장,인천광역시,서구,인천 서구,1879,202210
976,어은돌오토캠핑장,충청남도,태안군,충남 태안군 모항파도로 398-70,1868,202210
977,진천더빌리지캠핑장,충청북도,진천군,충북 진천군 봉죽2길 20-78,1782,202210
978,서울대공원자연캠프장,경기도,과천시,경기 과천시,1727,202210
979,중랑숲캠핑장,서울특별시,중랑구,서울 중랑구 망우로87길 110-0,1713,202210
980,인천송도국제캠핑장,인천광역시,연수구,인천 연수구 지식기반로 152-0,1703,202210
981,알멕스랜드,경기도,연천군,경기 연천군 왕산로218번길 61-0,1682,202210
982,임송캠프장,경기도,남양주시,경기 남양주시 금강로746번길 61-0,1674,202210
983,김포한강오토캠핑장,경기도,김포시,경기 김포시 월하로912번길 64-0,1656,202210
984,합강공원오토캠핑장,세종특별자치시,세종특별자치시,세종시 태산로 329-0,1650,202210
985,섬강두꺼비오토캠핑장,강원도,원주시,강원 원주시 선유길 135-0,1632,202210
986,승촌보오토캠핑장,광주광역시,남구,광주 남구,1601,202210
987,피노키오캠핑장,강원도,원주시,강원 원주시 소야1길 72-0,1590,202210
988,노을캠핑장,서울특별시,마포구,서울 마포구 하늘공원로 84-0,1578,202210
989,더드림핑,경기도,남양주시,경기 남양주시 북한강로 1630-18,1524,202210
990,유식물원오토캠핑장,경기도,포천시,경기 포천시 간자동길 138-100,1473,202210
991,김포캠핑파크,경기도,김포시,경기 김포시 용강로 325-0,1468,202210
992,가산수피아,경상북도,칠곡군,경북 칠곡군 학하4길 57-105,3522,201911
993,황매산오토캠핑장제1캠핑장,경상남도,합천군,경남 합천군 황매산공원길 331-0,2908,201911
994,난지캠핑장,서울특별시,마포구,서울 마포구 한강난지로 22-0,2358,201911
995,임진각평화누리캠핑장,경기도,파주시,경기 파주시 임진각로 148-40,2030,201911
996,목계솔밭야영장,충청북도,충주시,충북 충주시,1631,201911
997,한탄강오토캠핑장,경기도,연천군,경기 연천군 선사로 76-0,1282,201911
998,자라섬오토캠핑장,경기도,가평군,경기 가평군 자라섬로 60-0,1257,201911
999,합강공원오토캠핑장,세종특별자치시,세종특별자치시,세종시 태산로 329-0,1179,201911
1000,금은모래캠핑장,경기도,여주시,경기 여주시 강변유원지길 107-0,1116,201911
1001,중랑숲캠핑장,서울특별시,중랑구,서울 중랑구 망우로87길 110-0,1086,201911
1002,황산문화체육공원국민여가캠핑장,경상남도,양산시,경남 양산시 낙동로 295-19,1079,201911
1003,함허동천야영장,인천광역시,강화군,인천 강화군 해안남로1196번길 38-0,1078,201911
1004,킨텍스캠핑장,경기도,고양시 일산서구,경기 고양시 일산서구 킨텍스로 217-25,1013,201911
1005,임진각평화누리캠핑장,경기도,파주시,경기 파주시 임진각로 148-40,1374,201912
