,조회수,제목,주소,전기,온수,마트.편의점,트렘폴린,운동장,놀이터,산책로,장작판매,물놀이장,와이파이,운동시설
167,20361,황매산미리내파크 오토캠핑장,경남 산청군 차황면 황매산로1138번길 215 ,1,1,1,0,0,1,1,1,0,1,1
746,13323,구름포해수욕장카라반,충청남도 태안군 소원면 의항리 160-4 ,1,1,0,0,0,1,1,1,0,1,1
750,13292,더시크릿가든 캠프지라운드,강원도 춘천시 남산면 방하리 430-2  ,1,1,0,0,0,1,1,1,0,1,1
1261,6240,월든캠프,강원 양양군 손양면 송평길 28 ,1,1,0,0,0,1,1,1,0,1,1
1321,4316,소풍,경북 경주시 천북면 새터흥림길 1-27 ,1,1,0,0,0,1,1,1,0,1,1
170,20267,율포오토캠핑장,전남 보성군 회천면 충의로 52 ,1,1,1,1,1,0,1,1,0,1,1
823,12918,대가야농촌문화체험특구 캠핑장,경북 고령군 대가야읍 신남로 61 ,1,1,1,0,1,0,1,1,0,1,1
103,23902,몽돌바다캠핑장,전남 신안군 암태면 진작지길 139-63 ,1,1,0,0,1,0,1,1,0,1,1
925,12477,횡성 별빛마을 캠핑장,강원 횡성군 강림면 주천강로 488 ,1,1,1,0,0,0,1,1,0,1,1
417,15823,미산분교 캠핑장,강원도 인제군 상남면 미산리 376-6  ,1,1,0,0,0,0,1,1,0,1,1
928,12463,에브라임캠핑장,경기도 연천군 신서면 연신로 866 ,1,1,0,1,1,1,0,1,0,1,1
146,21063,구미 캠핑장,경상북도 구미시 양호동 614-1 ,1,1,0,0,1,1,0,1,0,1,1
810,12990,카라반 르몽드,경상남도 김해시 어방동 991  ,1,1,0,0,1,1,0,1,0,1,1
1049,11783,홀리데이캠핑장,경기 가평군 설악면 유명로 654-82 ,1,1,0,0,1,1,0,1,0,1,1
1400,3389,"마을야영장, 침산추월",세종특별자치시 조치원읍 침산6길 13 ,1,1,0,0,1,1,0,1,0,1,1
180,20066,인천청라국제도시 해변공원캠핑장,인천 서구 첨단서로 190 (청라동) ,1,1,1,1,0,1,0,1,0,1,1
652,13990,그린오토캠핑장,경상북도 포항시 남구 호미곶면 호미로 1178  ,1,1,1,1,0,1,0,1,0,1,1
959,12242,구만동오토캠핑장,강원도 인제군 북면 만해로 221  ,1,1,1,1,0,1,0,1,0,1,1
278,17437,호수캠핑장,경기도 파주시 광탄면 기산리 387-11  ,1,1,0,1,0,1,0,1,0,1,1
939,12405,팡팡캠핑장,경기 용인시 처인구 원삼면 동부로 1041 ,1,1,0,1,0,1,0,1,0,1,1
1061,11727,싸리목캠핑장,강원 인제군 인제읍 싸리목길 83 ,1,1,0,1,0,1,0,1,0,1,1
1209,9304,가고파캠핑장,경남 산청군 시천면 지리산대로1478번길 31-10 ,1,1,0,1,0,1,0,1,0,1,1
1425,3166,솔비치캠핑장,충남 태안군 남면 몽산포길 63-23 ,1,1,0,1,0,1,0,1,0,1,1
347,16614,써니아일랜드 야영장,전라남도 여수시 남면 금오로 1139  ,1,1,1,0,0,1,0,1,0,1,1
388,16117,덕동골 오토캠핑장,충청북도 제천시 백운면 덕동로2길 23-26  ,1,1,1,0,0,1,0,1,0,1,1
398,16009,숲속야영장 휴림,제주도 제주시 애월읍 광령남서길 40 ,1,1,1,0,0,1,0,1,0,1,1
636,14044,약수농원,경남 창녕군 고암면 감리 317 ,1,1,1,0,0,1,0,1,0,1,1
1,140635,동강전망휴양림오토캠핑장,강원 정선군 신동읍 동강로 916-212 ,1,1,0,0,0,1,0,1,0,1,1
8,78530,대천용두야영장,충남 보령시 웅천읍 열린바다로 100-50 ,1,1,0,0,0,1,0,1,0,1,1
13,53692,프린세스 캠핑장,충남 공주시 치미마을길 74 (신관동) ,1,1,0,0,0,1,0,1,0,1,1
51,30844,수목원프로방스 캠핑장,경기 포천시 신북면 탑신로 1066 ,1,1,0,0,0,1,0,1,0,1,1
61,28038,선재오토캠핑장,인천 옹진군 영흥면 선재로186번길 86-22 ,1,1,0,0,0,1,0,1,0,1,1
88,24749,고성 남산공원 오토캠핑장,경상남도 고성군 고성읍 공룡로 3165  ,1,1,0,0,0,1,0,1,0,1,1
94,24393,중랑가족캠핑장,서울 중랑구 망우로87길 110 (망우동) ,1,1,0,0,0,1,0,1,0,1,1
106,23788,달천공원오토캠핑장,경상남도 창원시 의창구 북면 달천길 150  ,1,1,0,0,0,1,0,1,0,1,1
108,23527,진도풍경오토캠핑장,전라남도 진도군 의신면 의신사천길 15-21 ,1,1,0,0,0,1,0,1,0,1,1
118,22709,초전마을 캠핑장,경남 남해군 미조면 동부대로14번길 27-21 ,1,1,0,0,0,1,0,1,0,1,1
132,22098,덕동계곡 오토캠핑장,충북 제천시 백운면 덕동로 161-3 ,1,1,0,0,0,1,0,1,0,1,1
161,20493,갈천 오토캠핑장,강원도 양양군 서면 구룡령로 1103-12  ,1,1,0,0,0,1,0,1,0,1,1
314,17047,마검포 힐링캠핑장,충청남도 태안군 남면 마검포길 313-30  ,1,1,0,0,0,1,0,1,0,1,1
370,16305,봉평마가리 캠핑장,강원 평창군 봉평면 전나무골길 224-10 ,1,1,0,0,0,1,0,1,0,1,1
372,16296,솔티야영장,충청북도 단양군 천동4길 10-7  ,1,1,0,0,0,1,0,1,0,1,1
385,16138,벌곡오토캠핑장,충청남도 논산시 벌곡면 수락로517번길 36-5  ,1,1,0,0,0,1,0,1,0,1,1
391,16076,울산 힐링캠프,울산 울주군 상북면 소야정길 10 ,1,1,0,0,0,1,0,1,0,1,1
440,15645,티피 캠핑장,강원 고성군 죽왕면 괘진길 54 ,1,1,0,0,0,1,0,1,0,1,1
596,14420,은석캠핑장,경기 가평군 설악면 유명산길 61-75 ,1,1,0,0,0,1,0,1,0,1,1
697,13638,캄파슬로우캠핑장,강원 원주시 판부면 백운산길 67-103 ,1,1,0,0,0,1,0,1,0,1,1
727,13395,비학농원캠핑장,경기도 파주시 만월로613번길 217-0  ,1,1,0,0,0,1,0,1,0,1,1
805,13006,캠프오후4시,경기도 포천시 군내면 청군로 2864번길22  ,1,1,0,0,0,1,0,1,0,1,1
866,12666,에뜨유명산캠핑장,경기 가평군 설악면 유명산길 124-17 ,1,1,0,0,0,1,0,1,0,1,1
877,12648,내리 캠핑장,경기 평택시 팽성읍 내리길 64-23 ,1,1,0,0,0,1,0,1,0,1,1
919,12507,명지산카라반오토캠핑장,경기 가평군 북면 가화로 2932-23 ,1,1,0,0,0,1,0,1,0,1,1
973,12212,여주 카라반 체험장,경기 여주시 점동면 선사길 321 ,1,1,0,0,0,1,0,1,0,1,1
1005,12067,아버지의숲 산정캠프,경기도 포천시 영북면 산정호수로 558 ,1,1,0,0,0,1,0,1,0,1,1
1024,11968,한송오토캠핑장,경기 가평군 설악면 묵안로 1012 ,1,1,0,0,0,1,0,1,0,1,1
1071,11662,든해솔 계곡캠핑장,경상남도 산청군 신등면 정곡척지로 475번길 142-12 ,1,1,0,0,0,1,0,1,0,1,1
1086,11608,구룡레져타운야영장,강원도 원주시 소초면 치악로 3403  ,1,1,0,0,0,1,0,1,0,1,1
1110,11333,바람흔적 글램핑 앤 카라반,경남 합천군 가회면 대기1길 15-9 ,1,1,0,0,0,1,0,1,0,1,1
1128,11228,올리브 그린 펜션 글램핑,강원도 영월군 수주면 무릉법흥로 852-24  ,1,1,0,0,0,1,0,1,0,1,1
1132,11206,푸른숲캠핑장,경기 가평군 설악면 유명산길 61-108 ,1,1,0,0,0,1,0,1,0,1,1
1140,11158,연지곤지 캠핑장,경상북도 청도군 운문면 신원리 301-12  ,1,1,0,0,0,1,0,1,0,1,1
1195,10451,두산 캠핑장,강원 영월군 무릉도원면 새막골길 165-13 ,1,1,0,0,0,1,0,1,0,1,1
1211,9276,강화도 크로바 캠핑장,인천 강화군 길상면 해안남로 497-4 ,1,1,0,0,0,1,0,1,0,1,1
1247,7017,광덕그린농원 야영장,강원 화천군 사내면 검단길 213-31 ,1,1,0,0,0,1,0,1,0,1,1
1254,6710,강화 버팔로 캠팜,인천 강화군 하점면 고려산로 329-74 ,1,1,0,0,0,1,0,1,0,1,1
1317,4331,몽산포감성캠핑장,충남 태안군 남면 몽산포길 65-5 ,1,1,0,0,0,1,0,1,0,1,1
1320,4319,레끄레오캠핑장,경북 청도군 금천면 선암로 387-116 ,1,1,0,0,0,1,0,1,0,1,1
419,15807,보성드림캠핑장,전라남도 보성군 득량면 공룡로 751 ,1,1,0,0,1,0,0,1,0,1,1
632,14076,두산분교 캠핑장,강원 영월군 무릉도원면 두산길 237-4 ,1,1,0,0,1,0,0,1,0,1,1
182,20040,낙동강 레포츠밸리 강변오토캠핑장,대구시 달성군 구지면 오설리 873번지 ,1,1,1,1,0,0,0,1,0,1,1
230,18202,치악신림오토캠핑장,강원도 원주시 신림면 성남로 194  ,1,1,1,1,0,0,0,1,0,1,1
320,16989,밀양댐오토캠핑장,경상남도 밀양시 단장면 고례리 1512-1  ,1,1,1,1,0,0,0,1,0,1,1
787,13131,삼강나루캠핑장,경북 예천군 풍양면 삼강리길 47-14 ,1,1,1,1,0,0,0,1,0,1,1
825,12874,가온빌리지,경남 밀양시 산외면 산외강변로 309 ,1,1,1,1,0,0,0,1,0,1,1
1393,3502,에이미캠핑장,강원 영월군 김삿갓면 영월동로 1107-1 ,1,1,1,1,0,0,0,1,0,1,1
125,22476,도마치캠핑장,경기도 포천시 이동면 화동로 2318-6  ,1,1,0,1,0,0,0,1,0,1,1
349,16561,914 해변 캠핑장,전북 고창군 상하면 진암구시포로 539-18 ,1,1,0,1,0,0,0,1,0,1,1
464,15500,폭포가 있는 캠핑장,강원 인제군 북면 미시령로 1312 ,1,1,0,1,0,0,0,1,0,1,1
488,15137,장수방화동캠핑장,전라북도 장수군 번암면 사암리 64  ,1,1,0,1,0,0,0,1,0,1,1
590,14457,상우농장 야영장,강원 영월군 무릉도원면 무릉법흥로 994-23 ,1,1,0,1,0,0,0,1,0,1,1
1106,11346,황토와 통나무 캠핑장,강원 영월군 무릉도원면 백년계곡길 66-16 ,1,1,0,1,0,0,0,1,0,1,1
1141,11119,내리계곡 솔바람 캠핑장,강원 영월군 김삿갓면 내리계곡로 1039-14 ,1,1,0,1,0,0,0,1,0,1,1
1374,3714,가온오토캠핑장,경북 포항시 북구 죽장면 새마을로 3351 ,1,1,0,1,0,0,0,1,0,1,1
1380,3648,영흥도십리포캠핑장,인천 옹진군 영흥면 영흥북로 360 ,1,1,0,1,0,0,0,1,0,1,1
1415,3250,엠와이힐링캠핑장,경남 밀양시 활성로 296 (활성동) ,1,1,0,1,0,0,0,1,0,1,1
1437,2718,숲속의아침,강원 영월군 무릉도원면 무릉법흥로 1115 ,1,1,0,1,0,0,0,1,0,1,1
1242,7397,홍천강 이야기 글램핑,강원 홍천군 서면 개야강변길 112 ,1,0,0,1,0,0,0,1,0,1,1
1365,3916,모짜르트,경기 양평군 단월면 윗고북길 33-23 ,1,0,0,1,0,0,0,1,0,1,1
482,15210,농어바위캠핑장,인천 옹진군 영흥면 영흥서로 420-19 ,1,1,1,0,0,0,0,1,0,1,1
659,13961,제천 모노레일 글램핑,충북 제천시 청풍면 청풍명월로 898 ,1,1,1,0,0,0,0,1,0,1,1
812,12980,살둔마을 생둔분교 캠핑장,강원 홍천군 내면 살둔길 25 ,1,1,1,0,0,0,0,1,0,1,1
853,12759,꿈엔들 캠프장,강원 영월군 무릉도원면 무릉법흥로 968-12 ,1,1,1,0,0,0,0,1,0,1,1
1404,3376,밤벌캠핑장,경기 가평군 설악면 어비산길 15-23 ,1,1,1,0,0,0,0,1,0,1,1
46,31473,아빠캠핑가 오토캠핑장,충청북도 진천군 백곡면 안구수길 34-28  ,1,1,0,0,0,0,0,1,0,1,1
127,22345,트리캠핑장,인천광역시 옹진군 선재로306번길 27-55  ,1,1,0,0,0,0,0,1,0,1,1
258,17781,서해캠핑장,인천광역시 중구 을왕동 810-308 ,1,1,0,0,0,0,0,1,0,1,1
272,17507,늘솔길캠핑촌,경북 포항시 북구 기계면 봉좌산길 114 ,1,1,0,0,0,0,0,1,0,1,1
331,16769,들살이오토캠핑장,울산광역시 울주군 상북면 배내로 1064-4  ,1,1,0,0,0,0,0,1,0,1,1
400,15953,솔바다 캠핑장,인천광역시 옹진군 영흥면 내리 1665-48  ,1,1,0,0,0,0,0,1,0,1,1
414,15863,횡성산울림오토캠핑장,강원 횡성군 청일면 청일로895번길 127 ,1,1,0,0,0,0,0,1,0,1,1
445,15639,피플앤독 힐링캠핑장 ,충남 예산군 신양면 귀곡동절길 28-1 ,1,1,0,0,0,0,0,1,0,1,1
450,15607,횡성초보캠핑장,강원 횡성군 서원면 취석2길 187 ,1,1,0,0,0,0,0,1,0,1,1
544,14739,학암포 퍼스트 캠핑장,충청남도 태안군 원북면 옥파로 1169-3  ,1,1,0,0,0,0,0,1,0,1,1
548,14718,솔밭 캠프장,강원 영월군 무릉도원면 무릉법흥로 740 -,1,1,0,0,0,0,0,1,0,1,1
582,14498,심학산야영장,경기도 파주시 돌곶이길 57(서패동 178-18번지) ,1,1,0,0,0,0,0,1,0,1,1
634,14062,늘예솔글램핑,경남 거창군 북상면 덕유월성로 1384-5 ,1,1,0,0,0,0,0,1,0,1,1
640,14025,주문진글램핑오토캠핑장,강원 강릉시 주문진읍 신리천로 951-9 ,1,1,0,0,0,0,0,1,0,1,1
751,13288,영월 솔향기 캠핑장,강원 영월군 무릉도원면 무릉법흥로 787 ,1,1,0,0,0,0,0,1,0,1,1
769,13191,춘천Believing(빌리빙)캠핑장,강원 춘천시 사북면 화악지암길 600-112 ,1,1,0,0,0,0,0,1,0,1,1
775,13165,주식회사 클럽 프라비다,경기도 포천시 이동면 도평리 572-3 ,1,1,0,0,0,0,0,1,0,1,1
778,13150,물마루 캠핑장,강원 영월군 무릉도원면 두산길 106 ,1,1,0,0,0,0,0,1,0,1,1
903,12545,해지개캠핑장,경기도 연천군 미산면 어삼로 391-102 ,1,1,0,0,0,0,0,1,0,1,1
908,12536,추억만들기 캠핑장,경기 여주시 북내면 당전로 470 ,1,1,0,0,0,0,0,1,0,1,1
921,12498,사랑나무 캠핑장,강원도 영월군 김삿갓면 내리계곡로 131-12  ,1,1,0,0,0,0,0,1,0,1,1
923,12492,다람쥐 쉼터,전라북도 완주군 운주면 금고당로 1016  ,1,1,0,0,0,0,0,1,0,1,1
961,12239,길캠프,강원도 영월군 수주면 두산리 810  ,1,1,0,0,0,0,0,1,0,1,1
966,12234,정든 캠핑장,강원 영월군 무릉도원면 무릉법흥로 644-9 ,1,1,0,0,0,0,0,1,0,1,1
979,12190,금물산하늘소캠프,경기 양평군 청운면 삼백골길 45 ,1,1,0,0,0,0,0,1,0,1,1
1008,12047,소나무와 계곡 캠핑장,강원 영월군 무릉도원면 백년계곡길 88-3 ,1,1,0,0,0,0,0,1,0,1,1
1021,11975,다옴 햇골 캠핑장,강원 화천군 사내면 소이길 42 ,1,1,0,0,0,0,0,1,0,1,1
1043,11794,영월산여울캠핑장,강원 영월군 무릉도원면 백년계곡길 142 ,1,1,0,0,0,0,0,1,0,1,1
1048,11785,영월캠프,강원 영월군 무릉도원면 무릉법흥로 1208-56 ,1,1,0,0,0,0,0,1,0,1,1
1068,11681,섬지골 캠핑장,강원 영월군 상동읍 섬지골길 19 ,1,1,0,0,0,0,0,1,0,1,1
1073,11661,파라다이스캠프,강원 영월군 무릉도원면 무릉법흥로 1128-10 ,1,1,0,0,0,0,0,1,0,1,1
1114,11299,한다리골 야영장,강원 원주시 소초면 백교길 84-15 ,1,1,0,0,0,0,0,1,0,1,1
1122,11239,자연속 캠핑장,경상북도 청도군 운문면 운문로 1398  ,1,1,0,0,0,0,0,1,0,1,1
1136,11163,캠프락캠핑장,가평군 상면 원흥리 514-2 ,1,1,0,0,0,0,0,1,0,1,1
1182,10787,새막골 캠프,강원 영월군 무릉도원면 새막골길 72-115 ,1,1,0,0,0,0,0,1,0,1,1
1188,10703,예다움 캠핑장,강원 영월군 김삿갓면 내리계곡로 1162-1 ,1,1,0,0,0,0,0,1,0,1,1
1196,10450,더좋은 펜션 캠핑장,강원도 영월군 수주면 엄둔길 180  ,1,1,0,0,0,0,0,1,0,1,1
1210,9300,영월한반도캠핑장,강원 영월군 한반도면 후탄로 826 ,1,1,0,0,0,0,0,1,0,1,1
1243,7392,양평카라반파파,경기 양평군 단월면 석산로 1413 ,1,1,0,0,0,0,0,1,0,1,1
1248,7012,물가솔솔캠핑장,강원 홍천군 내면 을수길 153-6 ,1,1,0,0,0,0,0,1,0,1,1
1251,6802,캠프 인디오,강원 홍천군 동면 후동길128번길 53 ,1,1,0,0,0,0,0,1,0,1,1
1255,6634,우니메이카 캠핑장 양양점,강원 양양군 현북면 법수치길 1029 ,1,1,0,0,0,0,0,1,0,1,1
1266,5359,담터 금학캠핑장,경기 포천시 관인면 담터길 339 ,1,1,0,0,0,0,0,1,0,1,1
1293,4575,러빙네이쳐,강원 인제군 남면 설악로 1129 ,1,1,0,0,0,0,0,1,0,1,1
1307,4431,우니메이카(연천점),경기 연천군 중면 합내로 458 ,1,1,0,0,0,0,0,1,0,1,1
1308,4420,해피니스 캠핑장,경기 양주시 장흥면 권율로309번길 317-196 ,1,1,0,0,0,0,0,1,0,1,1
1323,4312,양평숲 비룡캠프장,경기 양평군 청운면 목내미길 83-215 ,1,1,0,0,0,0,0,1,0,1,1
1330,4231,강가민박캠핑장,경남 거창군 북상면 덕유월성로 2123-15 ,1,1,0,0,0,0,0,1,0,1,1
1336,4123,캠핑느루,강원 고성군 토성면 미시령폭포길 64 ,1,1,0,0,0,0,0,1,0,1,1
1355,3964,경주 캠핑573,경북 경주시 현곡면 새안현로 507-19 ,1,1,0,0,0,0,0,1,0,1,1
1357,3941,바다다 캠핑장,인천 강화군 화도면 해안남로 2739-36 ,1,1,0,0,0,0,0,1,0,1,1
1409,3282,강변글램핑,경기 김포시 금포로 1202 (운양동) ,1,1,0,0,0,0,0,1,0,1,1
1419,3209,사발소캠핑장,강원 횡성군 갑천면 어답산로 60-15 ,1,1,0,0,0,0,0,1,0,1,1
1424,3175,홍천 반딧불캠핑장,강원 홍천군 화촌면 도심리길 181 ,1,1,0,0,0,0,0,1,0,1,1
1448,2446,스테이 272,경기 이천시 마장면 이장로60번길 34-42 ,1,1,0,0,0,0,0,1,0,1,1
253,17881,호명산잣나무숲속캠핑장,경기 가평군 청평면 상지로64번길 77 ,1,0,0,0,0,0,0,1,0,1,1
1146,11103,모야의숲 캠핑장,강원 횡성군 청일면 청일로 986 ,1,0,0,0,0,0,0,1,0,1,1
1250,6837,늘솔길 캠핑장,강원 춘천시 동면 야시대로 1502 ,1,0,0,0,0,0,0,1,0,1,1
1275,5198,자작도캠핑장,강원 고성군 죽왕면 삼포해변길 94 ,1,0,0,0,0,0,0,1,0,1,1
1326,4269,(주)웨이브파크,경기 시흥시 거북섬둘레길 42 (정왕동) ,1,0,0,0,0,0,0,1,0,1,1
1350,4040,오색허브농원 캠핑장,강원 양양군 서면 송어길 38 ,1,0,0,0,0,0,0,1,0,1,1
1445,2589,보물나라캠프,경기 연천군 신서면 동내로 1359 ,1,0,0,0,0,0,0,1,0,1,1
329,16788,공주계곡캠핑장,충남 공주시 사곡면 운정길 20 ,1,1,0,1,0,1,1,0,0,1,1
791,13119,에어그라운드,제주특별자치도 서귀포시 남원읍 남태해안로 439 ,1,1,1,0,0,1,1,0,0,1,1
729,13391,산장관광지,경기 가평군 가평읍 문화로 131 ,1,0,1,0,0,1,1,0,0,1,1
256,17810,황산문화체육공원 국민여가캠핑장,경남 양산시 물금읍 낙동로 295-19 ,1,1,0,0,0,1,1,0,0,1,1
605,14331,맑은숲캠프,경기도 양평군 청운면 다대리 산45-2번지 ,1,1,0,0,0,1,1,0,0,1,1
116,22928,대저생태공원 캠핑장,부산광역시 강서구 대저1동 1-5번지 ,1,1,0,0,0,0,1,0,0,1,1
927,12464,진부(오대산)관광농원,강원 평창군 진부면 아차골길 34-15 ,1,1,0,0,0,0,1,0,0,1,1
1072,11661,자연에 머물다,강원 춘천시 사북면 화악지암길 186 ,1,1,0,1,0,1,0,0,0,1,1
1290,4644,웨이브 글램핑,경북 포항시 남구 구룡포읍 일출로 465 ,1,1,0,1,0,1,0,0,0,1,1
60,28251,초안산캠핑장,서울시 노원구 월계동 750번지 ,1,1,1,0,0,1,0,0,0,1,1
6,86359,장호비치캠핑장,강원도 삼척시 근덕면 삼척로 2116 ,1,1,0,0,0,1,0,0,0,1,1
62,27904,대풍바위 오토캠핑장,경상남도 통영시 욕지면 동항리 649-8  ,1,1,0,0,0,1,0,0,0,1,1
92,24447,영덕 더스트림 카라반야영장,경북 영덕군 강구면 영덕대게로 579 ,1,1,0,0,0,1,0,0,0,1,1
120,22647,갯골캠핑장,경기도 시흥시 월곶동 520-240  ,1,1,0,0,0,1,0,0,0,1,1
439,15649,횡성군 병지방 오토캠핑장,강원도 횡성군 갑천면 어답산로 516  ,1,1,0,0,0,1,0,0,0,1,1
898,12559,캠프통 아일랜드,경기 가평군 청평면 호반로 976 ,1,1,0,0,0,1,0,0,0,1,1
1258,6412,우이동 가족캠핑장,서울 강북구 삼양로181길 28 (우이동) ,1,1,0,0,0,1,0,0,0,1,1
1410,3279,호미곶유니의바다 카라반캠핑장,경북 포항시 남구 호미곶면 해맞이로46번길 134 ,1,1,0,0,0,1,0,0,0,1,1
49,31256,추암오토캠핑장,강원 동해시 촛대바위길 28 (추암동) ,1,0,0,0,0,1,0,0,0,1,1
87,24814,청간정 콘도 카라반 캠핑장,강원 고성군 토성면 중앙로 642-22 ,1,0,0,0,0,1,0,0,0,1,1
763,13227,화암약수 야영장,강원도 정선군 화암면 약수길 1300  ,1,0,0,0,0,1,0,0,0,1,1
1282,4876,높은터 캠핑장,강원 홍천군 홍천읍 높은터로 235 ,1,0,0,0,0,1,0,0,0,1,1
1436,2747,라라캠핑장,경남 양산시 원동면 원동로 1899-30 ,1,0,0,0,0,1,0,0,0,1,1
863,12705,가리산자연휴양림 야영장,강원도 홍천군 두촌면 가리산길 426  ,0,0,0,0,0,1,0,0,0,1,1
1107,11342,고운마을캠핑장,경북 의성군 단촌면 고운사길 203-21 ,1,1,1,0,1,0,0,0,0,1,1
669,13877,사과향기캠핑장,경상남도 밀양시 산내면 얼음골옛길 347-12  ,1,1,1,1,0,0,0,0,0,1,1
988,12145,오크힐글램핑,인천 강화군 화도면 해안남로1998번길 8-28 ,1,1,0,1,0,0,0,0,0,1,1
85,25036,맹방 비치캠핑장,강원도 삼척시 근덕면 하맹방리 산 1-7 ,1,1,0,0,0,0,0,0,0,1,1
198,19195,서울 서초 글램핑 청계산장,서울 서초구 청계산로 140-94 (원지동) ,1,1,0,0,0,0,0,0,0,1,1
214,18606,회동솔향캠핑장,강원 정선군 정선읍 가리왕산로 570-6 ,1,1,0,0,0,0,0,0,0,1,1
766,13218,남강 캠프,강원 영월군 무릉도원면 무릉법흥로 1050-16 ,1,1,0,0,0,0,0,0,0,1,1
839,12824,트윈스캠핑장,충남 아산시 도고면 도고면로 117 ,1,1,0,0,0,0,0,0,0,1,1
1099,11413,웰리힐리파크 오토캠핑장, ,1,1,0,0,0,0,0,0,0,1,1
1376,3704,이천 인휴 글램핑,경기 이천시 모가면 진상미로1385번길 221-6 ,1,1,0,0,0,0,0,0,0,1,1
201,19157,백도오토야영장,강원 고성군 죽왕면 문암항길 133 ,1,0,0,0,0,0,0,0,0,1,1
484,15174,청도감꽃 국민여가캠핑장,경상북도 청도군 매전면 청매로 825 ,1,0,0,0,0,0,0,0,0,1,1
490,15121,순천 승주CC 글램핑,전라남도 순천시 별량면 오실길 333-1 ,1,0,0,0,0,0,0,0,0,1,1
978,12193,조각가 박시동 미술관,경기도 연천군 백왕로225번길 240-1  ,1,0,0,0,0,0,0,0,0,1,1
1233,8071,행복한 체험 캠핑장,경기 김포시 금포로 1196 (운양동) ,1,0,0,0,0,0,0,0,0,1,1
1414,3254,청춘캠핑장,경기 가평군 가평읍 호반로 1700 ,1,0,0,0,0,0,0,0,0,1,1
312,17074,상주보 오토캠핑장,경상북도 상주시 도남동 120-4 ,1,1,1,0,1,1,1,1,1,0,1
526,14867,옛서당캠핑농원,전라남도 장성군 삼계면 화산길 1  ,1,1,1,0,1,1,1,1,1,0,1
24,39192,호수산장관광농원,경기 여주시 가남읍 신해1길 95-52 ,1,1,0,0,1,1,1,1,1,0,1
39,35657,로하스 가족공원 캠핑장,대전 대덕구 대청로424번길 200 (미호동) ,1,1,0,0,1,1,1,1,1,0,1
614,14199,도토리캠프,경상남도 진주시 명석면 광제산로 737  ,1,1,1,1,0,1,1,1,1,0,1
803,13023,숲속의 쉼터,경기도 연천군 전곡읍 양원로268번길 85  ,1,1,1,1,0,1,1,1,1,0,1
1129,11221,봄날처럼,경북 경주시 안강읍 호국로 2522-12 ,1,1,1,1,0,1,1,1,1,0,1
1104,11356,청천 화양동관광농원 초롱이캠핑장,충청북도 괴산군 청천면 다보길 8  ,1,1,0,1,0,1,1,1,1,0,1
515,14947,한실관광농원 야영장,전라남도 장성군 삼서면 대곡한실길 68-17  ,1,1,1,0,0,1,1,1,1,0,1
581,14502,사계절오토캠핑장,충청남도 공주시 유구읍 무드리길 64  ,1,1,1,0,0,1,1,1,1,0,1
963,12237,땅에미소 오토캠핑장,경기도 연천군 청산면 거저울길 339  ,1,1,1,0,0,1,1,1,1,0,1
1034,11892,영천시 공예촌 캠핑체험장,경상북도 영천시 자양면 포은로 1625-11  ,1,1,1,0,0,1,1,1,1,0,1
