,조회수,제목,주소,전기,온수,마트.편의점,트렘폴린,운동장,놀이터,산책로,장작판매,물놀이장,와이파이,운동시설
1038,11857,수봉야영장,강원도 양양군 서면 오색리 3 ,1,0,0,0,0,0,0,1,0,0,1
647,14006,서울대공원야영장,경기도 과천시 막계동 산 65-75 ,0,0,0,0,0,0,0,1,0,0,1
160,20517,도림사오토캠핑장,전남 곡성군 곡성읍 도림로 74 ,1,1,1,1,1,1,1,0,0,0,1
297,17238,웅포관광지 캠핑장,전라북도 익산시 웅포면 강변로 25  ,0,1,0,0,1,1,1,0,0,0,1
58,29203,북한산 캠핑장,서울 은평구 북한산로 232-1 (진관동) ,1,1,1,0,0,1,1,0,0,0,1
286,17358,금강자연휴양림,세종특별자치시 금남면 산림박물관길 110  ,0,1,1,0,0,1,1,0,0,0,1
351,16550,대관령자연휴양림,강원도 강릉시 성산면 삼포암길 133  ,0,0,1,0,0,1,1,0,0,0,1
71,25899,설악산국립공원 설악동자동차야영장,강원도 속초시 설악동 375-3  ,1,0,0,0,0,1,1,0,0,0,1
72,25847,함허동천야영장,인천광역시 강화군 화도면 해안남로1196번길 38  ,0,0,0,0,0,1,1,0,0,0,1
765,13219,아우라지관광지,강원 정선군 여량면 아우라지길 69 ,0,0,0,0,0,1,1,0,0,0,1
913,12525,안성맞춤 자동차야영장, ,1,1,0,0,0,0,1,0,0,0,1
38,35830,달궁자동차 야영장,전라북도 남원시 산내면 덕동리 274번지 외 22필지 ,1,0,0,0,0,0,1,0,0,0,1
241,18030,봉무공원야영장,대구시 동구 팔공로 50길 66 ,0,0,1,0,1,1,0,0,0,0,1
155,20579,덕산국민여가캠핑장,인천시 강화군 내가면 강화서로 227번길 91 ,1,1,0,0,1,1,0,0,0,0,1
1088,11557,산음캠핑(글램핑),경기도 양평군 단월면 고북길 76-23  ,1,1,0,0,1,1,0,0,0,0,1
1030,11901,해인캠핑장,경상남도 합천군 대병면 대지리 296번지 ,1,0,1,1,0,1,0,0,0,0,1
651,13992,청계동 솔바람야영장,전라남도 곡성군 곡성읍 신기리 산159-1 ,1,1,1,0,0,1,0,0,0,0,1
499,15072,사촌해수욕장야영장, ,0,0,1,0,0,1,0,0,0,0,1
93,24431,뿌리공원캠핑장, ,1,1,0,0,0,1,0,0,0,0,1
226,18283,공주한옥마을 웅진오토캠핑장,충청남도 공주시 웅진동 관광단지길 12  ,1,1,0,0,0,1,0,0,0,0,1
895,12581,금강송 체험 야영장,경상북도 울진군 금강송면 소광리 173-2 ,1,1,0,0,0,1,0,0,0,0,1
1201,10417,산사랑 글램핑,강원 원주시 소초면 구룡사로 127 ,1,1,0,0,0,1,0,0,0,0,1
156,20562,상족암군립공원 오토캠핑장,경남 고성군 하이면 덕명5길 53-7 ,0,1,0,0,0,1,0,0,0,0,1
542,14769,거제자연휴양림,경상남도 거제시 동부면 거제중앙로 325  ,0,1,0,0,0,1,0,0,0,0,1
44,32653,항도야영장,경상남도 남해군 미조면 송정리 355-20 ,1,0,0,0,0,1,0,0,0,0,1
165,20452,덕풍계곡 솔밭야영장,강원 삼척시 가곡면 덕풍길 928 ,1,0,0,0,0,1,0,0,0,0,1
408,15886,서포리 관광지 오토캠핑장,인천 옹진군 덕적면 덕적남로587번길 28 ,1,0,0,0,0,1,0,0,0,0,1
530,14840,황학동캠핑장,강원 원주시 신림면 구학산로 1456-6 ,1,0,0,0,0,1,0,0,0,0,1
621,14162,오도산 자연휴양림,경상남도 합천군 봉산면 오도산휴양로 433  ,1,0,0,0,0,1,0,0,0,0,1
1156,11069,솔바람 캠핑장,경상북도 청도군 운문면 신원3길 26-11  ,1,0,0,0,0,1,0,0,0,0,1
1441,2666,호미곶 고래마을 캠핑장,경북 포항시 남구 호미곶면 고래마을길 8 ,1,0,0,0,0,1,0,0,0,0,1
112,23138,월포해수욕장야영장,경남 남해군 남면 남서대로 611-17 ,0,0,0,0,0,1,0,0,0,0,1
326,16829,하늘물빛정원 글램핑,충청남도 금산군 추부면 검한1길 156  ,0,0,0,0,0,1,0,0,0,0,1
379,16219,덕풍계곡마을야영장,강원 삼척시 가곡면 풍곡안길 17-34 ,0,0,0,0,0,1,0,0,0,0,1
432,15687,바라산자연휴양림 야영장,경기도 의왕시 학의동 북골안길 96  ,0,0,0,0,0,1,0,0,0,0,1
900,12555,왕터리조트,강원 춘천시 남면 박암관천길 183-27 ,1,1,1,0,1,0,0,0,0,0,1
11,55911,학동자동차 야영장,경남 거제시 동부면 거제대로 981 ,1,1,0,0,1,0,0,0,0,0,1
412,15876,깊이울달빛캠핑장,경기 포천시 신북면 깊이울로 200 ,0,0,0,0,1,0,0,0,0,0,1
623,14155,해솔길 캠핑장,경기도 안산시 단원구 대부북동 연목이길 15  ,1,1,1,0,0,0,0,0,0,0,1
17,50688,학암포 오토 캠핑장,충청남도 태안군 원북면 옥파로 1152-37  ,1,1,0,0,0,0,0,0,0,0,1
53,30427,문경 단산 숲속 캠핑장,경북 문경시 문경읍 활공장길 585 ,1,1,0,0,0,0,0,0,0,0,1
213,18617,솔내음캠핑장,경기도 김포시 통진읍 절골로127번길 32-90  ,1,1,0,0,0,0,0,0,0,0,1
402,15943,소백산삼가야영장,경상북도 영주시 풍기읍 삼가로 476 ,1,1,0,0,0,0,0,0,0,0,1
431,15687,덕포진누리마을캠핑장,경기 김포시 대곶면 덕포진로103번길 130-1 ,1,1,0,0,0,0,0,0,0,0,1
676,13810,락인뜰,인천광역시 중구 을왕동 늘목로 38  ,1,1,0,0,0,0,0,0,0,0,1
725,13402,금다래캠핑장,경기 가평군 북면 화악산로 1087-24 ,1,1,0,0,0,0,0,0,0,0,1
756,13251,삼척엘림캠핑장,강원도 삼척시 내평길 233-13  ,1,1,0,0,0,0,0,0,0,0,1
789,13125,무주구천동카라반,전북 무주군 설천면 백련사길 20 ,1,1,0,0,0,0,0,0,0,0,1
986,12159,황정민 글램핑,경기 가평군 조종면 명지산로 523 ,1,1,0,0,0,0,0,0,0,0,1
1112,11322,여주산촌관광농원,경기 여주시 금사면 금품1로 552 ,1,1,0,0,0,0,0,0,0,0,1
1145,11110,둥지펜션 캠핑장,경북 청도군 운문면 운문로 1212 ,1,1,0,0,0,0,0,0,0,0,1
1163,11039,캠프 에이프릴,강원 영월군 남면 서강로 1664-134 ,1,1,0,0,0,0,0,0,0,0,1
1178,10822,에버힐,강원도 평창군 봉평면 흥정리 산 80-3  ,1,1,0,0,0,0,0,0,0,0,1
1181,10792,폴리파크카라반,제주특별자치도 제주시 애월읍 산록서로 18 ,1,1,0,0,0,0,0,0,0,0,1
836,12836,보보캠핑,전북 무주군 설천면 구천동로 1048-26 ,0,1,0,0,0,0,0,0,0,0,1
896,12578,얼음골야영장,강원 양양군 서면 얼음골길 45  ,0,1,0,0,0,0,0,0,0,0,1
1155,11070,구름포오토캠핑장,충남 태안군 소원면 구름포길 117 ,0,1,0,0,0,0,0,0,0,0,1
1220,8403,화진해수욕장 마을번영회 야영장,경북 포항시 북구 송라면 동해대로3218번길 62 ,0,1,0,0,0,0,0,0,0,0,1
236,18107,가마미야영장,전남 영광군 홍농읍 계마길 120 ,1,0,0,0,0,0,0,0,0,0,1
538,14775,동막골야영장,강원 삼척시 근덕면 내평길 223-1 ,1,0,0,0,0,0,0,0,0,0,1
547,14731,구룡자동차야영장,강원 원주시 소초면 구룡마을길 14 ,1,0,0,0,0,0,0,0,0,0,1
758,13239,남원 자연휴양림,전북 남원시 보산로 228 (갈치동) ,1,0,0,0,0,0,0,0,0,0,1
855,12732,밤벌오토캠핑장,강원도 홍천군 서면 반곡리 3  ,1,0,0,0,0,0,0,0,0,0,1
1047,11787,십이선녀탕 통나무집 야영장,강원도 인제군 십이선녀탕길 81-0  ,1,0,0,0,0,0,0,0,0,0,1
128,22345,달궁힐링야영장,전라북도 남원시 산내면 덕동리 287-3 ,0,0,0,0,0,0,0,0,0,0,1
172,20193,(주)아웃오브파크,강원도 춘천시 남면 가옹개길 52-9 ,0,0,0,0,0,0,0,0,0,0,1
583,14491,월성 산아래 글램핑,전라남도 장성군 북하면 월성안길16-33 ,0,0,0,0,0,0,0,0,0,0,1
793,13093,신불산폭포 자연휴양림,울산광역시 울주군 상북면 청수골길 175  ,0,0,0,0,0,0,0,0,0,0,1
872,12653,(주)자연인,제주특별자치도 제주시 아란서길 110-0  ,0,0,0,0,0,0,0,0,0,0,1
894,12582,살구나무글램핑&펜션,강원도 횡성군 경강로 615-19 ,0,0,0,0,0,0,0,0,0,0,1
1416,3225,산내956,경북 경주시 산내면 문복로 956 ,0,0,0,0,0,0,0,0,0,0,1
206,18962,엘리시안 강촌 캠핑파크,강원 춘천시 남산면 북한강변길 688 ,1,1,1,1,1,1,1,1,1,1,0
363,16375,별자리 캠핑랜드,경북 경주시 반구대로 3501-34 (배동) ,1,1,1,1,1,1,1,1,1,1,0
670,13876,청광새들녘캠핑,경상남도 고성군 개천면 영회로 1296  ,1,1,1,1,1,1,1,1,1,1,0
954,12301,송가네 오가리캠핑장,경기도 포천시 창수면 전영로1023번길 115  ,1,1,1,1,1,1,1,1,1,1,0
1082,11611,시냇가 캠핑장,충북 괴산군 칠성면 연풍로 쌍곡길 75 ,1,1,1,1,1,1,1,1,1,1,0
219,18534,솔담길 오토캠핑장,경상북도 군위군 부계면 한밤 8길 2  ,1,1,1,0,1,1,1,1,1,1,0
1295,4559,세이지 힐 캠핑장,강원 홍천군 남면 남노일로 479-24 ,1,1,1,0,1,1,1,1,1,1,0
1429,3135,드론스포츠코리아,전남 고흥군 금산면 돈청길 25-17 ,1,1,1,0,1,1,1,1,1,1,0
600,14365,무주 솔밭야영장,전북 무주군 안성면 원통사로 294 ,1,1,0,0,1,1,1,1,1,1,0
951,12304,강촌달머리캠핑장,강원 춘천시 서면 율장길 123-39 ,1,1,1,1,0,1,1,1,1,1,0
1398,3402,관광농원금산만악리수목원오토캠핑장,충남 금산군 진산면 초미동길 138-10 ,1,1,1,1,0,1,1,1,1,1,0
815,12951,CLUB 596,충남 태안군 남면 몽산리 596 ,1,1,0,1,0,1,1,1,1,1,0
1011,12044,월선캠핑장,충남 아산시 영인면 월선길 20-21 ,1,1,0,1,0,1,1,1,1,1,0
221,18460,광주패밀리랜드 카라반캠핑장,광주 북구 우치로 677 (생용동) ,1,1,1,0,0,1,1,1,1,1,0
340,16666,달서별빛캠프 캠핑장,대구 달서구 앞산순환로 248 (송현동) ,1,1,1,0,0,1,1,1,1,1,0
396,16015,누룽지,전라남도 담양군 용면 추월산로 1316  ,1,1,1,0,0,1,1,1,1,1,0
10,64077,파인힐빌리지 캠핑장,경기도 동두천시 안흥로 65-42 (안흥동) ,1,1,0,0,0,1,1,1,1,1,0
458,15554,일영모자농원캠핑장,경기도 양주시 장흥면 삼상리 10-17 ,1,1,0,0,0,1,1,1,1,1,0
1081,11613,하랑캠핑장,인천 강화군 내가면 고천리 1259-14번지 ,1,1,0,0,0,1,1,1,1,1,0
1216,9027,아이사랑캠핑장,충남 보령시 주산면 사작골길 63-13 ,1,1,1,1,1,0,1,1,1,1,0
110,23454,삼락생태공원 오토캠핑장,부산광역시  사상구 삼락동 29-59  ,1,1,1,0,1,0,1,1,1,1,0
598,14420,스톤밸리캠핑장,경기 양주시 칠봉산로228번길 126-5 (봉양동) ,1,1,1,0,1,0,1,1,1,1,0
1339,4098,더 하루만 캠핑장,충북 괴산군 청천면 괴산로상신5길 6-10 ,1,1,1,0,1,0,1,1,1,1,0
1450,2330,위드독스in포천,경기 포천시 관인면 뗏마루길 128-26 ,1,1,1,0,1,0,1,1,1,1,0
1239,7677,토함산관광농원(캠프5),경북 경주시 보정로 264-97 (하동) ,1,1,0,0,1,0,1,1,1,1,0
100,24118,메사 캠핑장,경기도 포천시 이동면 도평리 498-1  등 8필지 ,1,1,1,1,0,0,1,1,1,1,0
646,14007,푸른섬 캠핑장,경기 안산시 단원구 연목이길 31-21 (대부북동) ,1,1,1,1,0,0,1,1,1,1,0
1157,11064,별드림캠핑장,경기 가평군 가평읍 당목가일길 515 ,1,1,1,1,0,0,1,1,1,1,0
1179,10793,탑캠핑장글램핑,강원 홍천군 화촌면 군들길 20 ,1,1,1,1,0,0,1,1,1,1,0
1288,4689,아띠캠핑장,경기 연천군 군남면 군남로 373 ,1,0,0,1,0,0,1,1,1,1,0
47,31365,양양 포레스트캠핑장,강원 양양군 현북면 검소길 117 ,1,1,1,0,0,0,1,1,1,1,0
208,18931,통영 편백숲길관광농원 캠핑장,경남 통영시 천대국치길 297-10 (인평동) ,1,1,1,0,0,0,1,1,1,1,0
353,16549,대부관광농원 오캠핑,경기 안산시 단원구 대남로 642 (대부남동) ,1,1,1,0,0,0,1,1,1,1,0
492,15104,베스트필드,충남 공주시 반포면 동학사1로 65 ,1,1,1,0,0,0,1,1,1,1,0
552,14687,사계절 야영장,충북 영동군 상촌면 물한계곡로 700 ,1,1,1,0,0,0,1,1,1,1,0
576,14522,백운힐링 캠핑장,경기도 포천시 이동면 도평리 26  ,1,1,1,0,0,0,1,1,1,1,0
643,14014,클럽레스피아 in 가평,경기도 가평군 설악면 위곡리 7-1  ,1,1,1,0,0,0,1,1,1,1,0
1045,11792,만리포미소카라반,충남 태안군 소원면 만리포2길 112-1 ,1,1,1,0,0,0,1,1,1,1,0
1399,3396,솔내음캠핑장,충북 제천시 봉양읍 명암로 466-11 ,1,1,1,0,0,0,1,1,1,1,0
545,14739,비토애,경남 사천시 서포면 토끼로 234 ,1,1,0,0,0,0,1,1,1,1,0
1193,10526,자양보오토캠핑장,경남 산청군 시천면 남명로 392-23 ,1,1,0,1,1,1,0,1,1,1,0
135,22042,춘장대나드리캠핑장,충남 서천군 서면 춘장대길8번길 3 ,1,1,0,0,1,1,0,1,1,1,0
284,17367,써니힐즈캠핑장,경기 연천군 장남면 장백로330번길 137-28 ,1,1,0,0,1,1,0,1,1,1,0
638,14029,논산 탑정호글램핑,충청남도 논산시 가야곡면 종연리 238-7 ,1,1,0,0,1,1,0,1,1,1,0
834,12841,충주커피박물관 글램핑카라반펜션,충북 충주시 살미면 월악로 432 ,1,1,0,0,1,1,0,1,1,1,0
1059,11752,백무동파크펜션&글램핑야영장,경남 함양군 마천면 가채길 15 ,1,1,0,0,1,1,0,1,1,1,0
268,17582,주작산 별소리캠핑장,전남 강진군 신전면 삼인길 102-79 ,1,1,1,1,0,1,0,1,1,1,0
909,12535,물꽃 캠핑장,경기도 연천군 군남면 청정로 2122  ,1,1,1,1,0,1,0,1,1,1,0
932,12442,영암 글램핑,전남 영암군 시종면 신학1로 47 ,1,1,1,1,0,1,0,1,1,1,0
1300,4520,밀양 가보자 캠핑장,경남 밀양시 단장면 단장로 905 ,1,1,1,1,0,1,0,1,1,1,0
73,25566,풀내음캠핑장,경기 화성시 봉담읍 도곡1길 20-21 ,1,1,0,1,0,1,0,1,1,1,0
935,12422,달자캠핑장,충청북도 영동군 상촌면 대해길 239-58  ,1,1,0,1,0,1,0,1,1,1,0
1342,4074,영월가자 펜션&캠핑장,강원 영월군 무릉도원면 무릉법흥로 852-24 ,1,1,0,1,0,1,0,1,1,1,0
139,21782,별아래 캠핑장,경기도 용인시 처인구 양지면 한터로662번길 34-34  ,1,1,1,0,0,1,0,1,1,1,0
448,15615,천등산캠핑장,충청북도 충주시 산척면 명서리 512-2  ,1,1,1,0,0,1,0,1,1,1,0
91,24528,별빛밤바다,전남 장흥군 회진면 가학회진로 1020-21 ,1,1,0,0,0,1,0,1,1,1,0
371,16300,큰집글램핑,충북 충주시 노은면 대덕리 367번지 ,1,1,0,0,0,1,0,1,1,1,0
430,15691,이순신 글램핑,전북 부안군 변산면 궁항로 178 ,1,1,0,0,0,1,0,1,1,1,0
435,15675,비토애 럭셔리 글램핑 산청점,경남 산청군 신안면 둔철산로 575-26 ,1,1,0,0,0,1,0,1,1,1,0
460,15552,글램핑 앤 카라반 (포항),경상북도 포항시 남구 호미곶면 구만리 602-3 ,1,1,0,0,0,1,0,1,1,1,0
585,14480,용인대장금파크캠핑장,경기 용인시 처인구 백암면 용천드라마길 25-10 ,1,1,0,0,0,1,0,1,1,1,0
1147,11095,고향펜션캠핑,경상북도 봉화군 소천면 고선리 558-1 ,1,1,0,0,0,1,0,1,1,1,0
1447,2453,호두마루글램핑,경남 사천시 서포면 선창부두길 11-2 ,1,1,0,0,0,1,0,1,1,1,0
579,14512,불스글램핑 함평점,전남 함평군 함평읍 장년길 40 ,1,1,1,1,1,0,0,1,1,1,0
1019,11976,강촌하늘아래,강원 춘천시 남산면 풀무골1길 71 ,1,1,1,1,1,0,0,1,1,1,0
446,15625,라포레캠핑장,충청남도 아산시 음봉면로 87  ,1,1,1,0,1,0,0,1,1,1,0
882,12632,하늘숲글램핑 파크, ,1,1,1,0,1,0,0,1,1,1,0
1153,11073,포레스트 카라반 파크,인천 옹진군 영흥면 영흥로643번길 22 ,1,1,1,0,1,0,0,1,1,1,0
333,16743,무주덕유산계곡글램핑,전북 무주군 설천면 구천동1로 44 ,1,1,0,0,1,0,0,1,1,1,0
12,54660,갈릴리 야영장,경기 평택시 안중읍 안중북로 119 ,1,1,1,1,0,0,0,1,1,1,0
37,35861,내리계곡 솔밭캠핑장,강원 영월군 김삿갓면 내리계곡로 1039-18 ,1,1,1,1,0,0,0,1,1,1,0
84,25039,해자연캠핑장,경기 남양주시 오남읍 팔현로175번길 310-60 ,1,1,1,1,0,0,0,1,1,1,0
410,15880,캠프 안단테,경북 청도군 청도읍 청매로 283-47 ,1,1,1,1,0,0,0,1,1,1,0
556,14629,로코코캠핑장,경기도 남양주시 수동면 지둔로 358-4  ,1,1,1,1,0,0,0,1,1,1,0
562,14594,지리산 대경캠핑장,경상남도 산청군 시천면 동당리 577 ,1,1,1,1,0,0,0,1,1,1,0
601,14363,더엠캠프,경기도 가평군 설악면 천안리 714-1번지 외 8필지 ,1,1,1,1,0,0,0,1,1,1,0
737,13344,화이트 오토캠핑장,경북 청도군 매전면 온장길 123-56 ,1,1,1,1,0,0,0,1,1,1,0
828,12866,화원684글램핑,전남 해남군 화원면 매봉길 528-8 ,1,1,1,1,0,0,0,1,1,1,0
1273,5212,포천 라온글램핑&오토캠핑장,경기 포천시 영중면 성장로55번길 15 ,1,1,1,1,0,0,0,1,1,1,0
568,14578,해간도캠핑장,경남 통영시 용남면 해간길 55 ,1,1,0,1,0,0,0,1,1,1,0
974,12210,홍천 쁘띠힐링카라반,강원도 홍천군 북방면 노일리 868-2 ,1,1,0,1,0,0,0,1,1,1,0
982,12172,갈기산펜션캠핑장,경기 양평군 청운면 신론새터길 23 ,1,1,0,1,0,0,0,1,1,1,0
991,12140,글램핑앤카라반,경기도 양평군 단월면 단월로 600  ,1,1,0,1,0,0,0,1,1,1,0
1058,11754,포레스트 카라반,충남 천안시 동남구 안서동 44-10 ,1,1,0,1,0,0,0,1,1,1,0
1274,5201,파인트리캠핑장,강원 정선군 남면 광락로 349-30 ,1,1,0,1,0,0,0,1,1,1,0
1389,3548,진악산오토캠핑장,충남 금산군 남이면 진악로 138-2 ,1,1,0,1,0,0,0,1,1,1,0
392,16048,평창 보물섬캠핑장,강원도 평창군 봉평면 유포리 61-2 ,1,1,1,0,0,0,0,1,1,1,0
489,15137,여수자매로캠핑장,전남 여수시 화양면 자매로 170 ,1,1,1,0,0,0,0,1,1,1,0
539,14774,얼음골애플 오토캠핑장,경남 밀양시 산내면 얼음골옛길 92-37 ,1,1,1,0,0,0,0,1,1,1,0
968,12224,양평 플라워카라반펜션,경기도 양평군 석산로 1543-9  ,1,1,1,0,0,0,0,1,1,1,0
1028,11908,제천 명암 오토캠핑장,충청북도 제천시 봉양읍 명암로 5길 1 ,1,1,1,0,0,0,0,1,1,1,0
1264,5776,십이선녀탕캠핑장,강원 인제군 북면 십이선녀탕길 83 ,1,1,1,0,0,0,0,1,1,1,0
1428,3135,캠핑고래 강천캠핑장,경기 여주시 강천면 강천로 265 ,1,1,1,0,0,0,0,1,1,1,0
1433,2873,선재해림 카라반,인천 옹진군 영흥면 선재로226번길 107-34 ,1,1,1,0,0,0,0,1,1,1,0
1454,1893,소리의섬,충북 충주시 앙성면 남한강변길 218-5 ,1,1,1,0,0,0,0,1,1,1,0
1456,1458,우주캠프,강원 원주시 신림면 신림황둔로 676 ,1,1,1,0,0,0,0,1,1,1,0
1457,1400,아워 포레스트,경기 가평군 가평읍 가화로 440-117 ,1,1,1,0,0,0,0,1,1,1,0
134,22044,천하마을야영장,경남 남해군 미조면 남해대로397번길 18 ,1,0,1,0,0,0,0,1,1,1,0
83,25091,풀무골 글램핑장,경기도 안성시 고삼면 쌍지리 151-7번지  ,1,1,0,0,0,0,0,1,1,1,0
497,15075,은빛초원 캠핑장,경기도 화성시 원천동 672-1  ,1,1,0,0,0,0,0,1,1,1,0
711,13544,산우물 쉼터,경기도 안성시 양성면 산정산우물길 172-16  ,1,1,0,0,0,0,0,1,1,1,0
1051,11780,벳소캠프,강원 횡성군 우천면 전재호수길 66 ,1,1,0,0,0,0,0,1,1,1,0
1373,3719,어썸비치,강원 삼척시 근덕면 초곡길 380 ,1,1,0,0,0,0,0,1,1,1,0
1435,2767,폴라데이 캠핑장,경기 포천시 군내면 선정비로 58 ,1,1,0,0,0,0,0,1,1,1,0
41,35236,고창갯벌오토캠핑&글램핑장,전북 고창군 심원면 두어1길 55-25 ,1,1,0,1,1,1,1,0,1,1,0
619,14177,비학산자연휴양림,경북 포항시 북구 기북면 비학산길 302 ,1,1,1,0,1,1,1,0,1,1,0
143,21155,포천이동생태공원 캠핑장,경기 포천시 이동면 성장로1289번길 63 ,1,1,0,0,1,1,1,0,1,1,0
603,14360,수레의산 국민여가 캠핑장,음성군 생극면 차곡리 151 ,1,1,0,0,1,1,1,0,1,1,0
800,13067,산내들 야영장,경기 화성시 비봉면 자청로207번길 21-60 ,1,1,1,1,0,1,1,0,1,1,0
1165,11029,쉬리마을 농어촌 관광 휴양단지 야영장,강원도 철원군 김화읍 청양리 9-6  ,1,1,1,0,0,1,1,0,1,1,0
1198,10422,프랭클리 글램핑,인천 강화군 선원면 선행리 492-5 번지 ,1,1,1,0,0,1,1,0,1,1,0
274,17496,한방자연휴양림,경남 산청군 금서면 동의보감로555번길 167-23 ,1,1,1,0,1,0,1,0,1,1,0
3,98685,정읍시 내장산 국민여가캠핑장,전라북도 정읍시 내장산로 390  ,1,1,0,0,1,0,1,0,1,1,0
735,13347,시공간,전남 여수시 남면 솔고지길 105 ,1,1,0,0,1,0,1,0,1,1,0
981,12178,알파카스테이,강원 홍천군 화촌면 가락재로 206 ,1,1,1,0,0,0,1,0,1,1,0
998,12120,정이품송관광농원,충북 보은군 장안면 개안길 107 ,1,1,1,0,1,1,0,0,1,1,0
365,16357,장성잔디로야영장,전남 장성군 삼서면 수양로 100-32 ,1,1,0,0,1,1,0,0,1,1,0
782,13142,청량산 나무네숲 캠핑장,경상북도 봉화군 명호면 청량로 763-81  ,1,1,1,1,0,1,0,0,1,1,0
503,15034,임하호 수상레저타운캠핑장,경상북도 안동시 임동면 중평리 1040 ,1,1,0,1,0,1,0,0,1,1,0
816,12950,하늘빛수목원,전남 장흥군 용산면 장흥대로 2746 ,1,1,0,1,0,1,0,0,1,1,0
1301,4492,림스 글램핑,전남 강진군 강진읍 해강로 1038-30 ,1,1,0,1,0,1,0,0,1,1,0
1379,3671,글램핑포엠,경북 청도군 매전면 능소화길 6 ,1,1,1,0,0,1,0,0,1,1,0
1187,10703,헤스티아,경기도 가평군 청평면 삼회리 67번지 외 1필지 ,1,0,1,0,0,1,0,0,1,1,0
1223,8376,자연카라반 캠핑장,경북 청도군 청도읍 구미길 101 ,1,1,0,0,0,1,0,0,1,1,0
1229,8244,물댄동산,경기 파주시 광탄면 기산로 367 ,1,1,0,0,0,1,0,0,1,1,0
1232,8103,무주 별빛 카라반,전북 무주군 설천면 백련사길 2-29 ,1,1,0,0,0,1,0,0,1,1,0
1268,5323,바다야 놀자,충청남도 보령시 천북면 학성리 242-24 ,1,1,0,0,0,1,0,0,1,1,0
1272,5213,수리바위 캠핑정원,충남 부여군 외산면 만수리 산25-3 ,1,1,0,0,0,1,0,0,1,1,0
1338,4103,파머스글램핑,전북 고창군 상하면 상하농원길 11-23 ,1,1,0,0,0,1,0,0,1,1,0
1390,3511,하늘땅카라반,전북 무주군 설천면 구천동로 966-12 ,1,1,0,0,0,1,0,0,1,1,0
629,14094,석문 오토캠핑장,경상북도 봉화군 춘양면 애당리 631 ,1,0,0,0,0,1,0,0,1,1,0
1332,4188,두루웰 캠핑장,강원 철원군 갈말읍 지경1길 69 ,1,0,1,1,1,0,0,0,1,1,0
1037,11857,하늘바라기 글램핑,강원 홍천군 내촌면 아홉사리로 164-22 ,1,1,1,0,1,0,0,0,1,1,0
150,20721,가창농원 야영장,대구 달성군 가창면 가창로10길 56 ,1,1,0,0,1,0,0,0,1,1,0
910,12532,동해 주노글램핑장,강원 동해시 쉬눔길 80 (추암동) ,1,0,0,1,0,0,0,0,1,1,0
837,12830,사나래카라반캠핑장,경상북도 포항시 남구 장기면 동해안로 2932  ,0,0,0,1,0,0,0,0,1,1,0
549,14708,KEROAIN CAMP,강원 영월군 무릉도원면 학산길 26-9 ,1,1,1,0,0,0,0,0,1,1,0
1152,11076,무수아취,서울 도봉구 도봉로169길 249 (도봉동) ,1,1,1,0,0,0,0,0,1,1,0
124,22526,오지봉커뮤니센터 야영장,전남 곡성군 오산면 오산로 663-17 ,1,1,0,0,0,0,0,0,1,1,0
